nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur,coor_frappe_x,coor_frappe_y,coor_frappe_z,time_frappe,premier_rebond_x,premier_rebond_y,premier_rebond_z,time_premier_rebond,probleme_annotation
ALEXIS-LEBRUN,8261,8273,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,29.13981056213379,74.63436787923177,2,ALEXIS-LEBRUN,MA-LONG,14.48971061706543,-159.89394996960957,100,8262,58.05492095947265,-72.84231303532918,2,8264,
MA-LONG,8274,8288,garcon,coup_droit,1,att/att,MA-LONG,,defensif,m2,,poussette,-18.18110408782959,-90.1856653213501,2,MA-LONG,ALEXIS-LEBRUN,-6.036281967163086,98.2396188100179,100,8276,,,,,
ALEXIS-LEBRUN,8289,8298,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,22.811582183837892,118.01703923543295,2,ALEXIS-LEBRUN,MA-LONG,-87.09263181686401,-139.70644940932593,100,8293,,,,,
MA-LONG,8299,8313,garcon,coup_droit,1,att/att,MA-LONG,,intermediaire,g2,,bloc,47.39460067749023,-61.0743324915568,2,MA-LONG,ALEXIS-LEBRUN,8.520261764526367,290.80756454467775,100,8302,,,,,
ALEXIS-LEBRUN,8314,8326,garcon,revers,1,att/att,ALEXIS-LEBRUN,,intermediaire,g2,,bloc,-71.01629338264465,83.43526674906413,2,ALEXIS-LEBRUN,MA-LONG,12.882606506347656,-105.08344761530559,100,8315,,,,,
MA-LONG,8327,8339,garcon,revers,1,att/att,MA-LONG,,offensif,g3,,topspin,33.52181167602539,-101.97625325520833,2,MA-LONG,ALEXIS-LEBRUN,-192.1833068847656,142.24707463582357,100,8335,,,,,
ALEXIS-LEBRUN,8340,8358,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,MA-LONG,36.612921142578124,-200.8349034309387,100,8341,,,,,
MA-LONG,8502,8574,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,,g2,,,-49.623038578033444,67.85462455749511,2,MA-LONG,ALEXIS-LEBRUN,52.41132431030273,-165.59401512145996,100,8561,38.091845703125,-94.69407364527385,2,8564,
ALEXIS-LEBRUN,8575,8585,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,36.01329307556152,-83.76714811325073,2,ALEXIS-LEBRUN,MA-LONG,-116.43443298339844,116.51318397521973,100,8579,,,,,
MA-LONG,8586,8603,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,MA-LONG,ALEXIS-LEBRUN,34.881971740722655,-165.39936989148458,100,8588,,,,,
MA-LONG,8913,8935,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,,g2,,,-41.771975898742674,65.75007731119791,2,MA-LONG,ALEXIS-LEBRUN,32.47173233032227,-178.15999603271484,100,8921,44.61468086242676,-102.43879017829894,2,8924,
ALEXIS-LEBRUN,8936,8946,garcon,revers,2,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-0.6546180725097657,-53.07541020711263,2,ALEXIS-LEBRUN,MA-LONG,-73.70461732149124,89.89691263834635,100,8937,,,,,
MA-LONG,8947,8960,garcon,coup_droit,2,att/att,MA-LONG,,defensif,m2,,poussette,10.27869529724121,56.12534790039062,2,MA-LONG,ALEXIS-LEBRUN,-8.448659515380859,-96.7551220258077,100,8951,,,,,
ALEXIS-LEBRUN,8961,8976,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,26.246105575561522,-137,2,ALEXIS-LEBRUN,MA-LONG,-25.874968338012696,106.33704503377278,100,8965,,,,,
MA-LONG,8977,8987,garcon,coup_droit,2,att/att,MA-LONG,,offensif,g2,,topspin,-31.262166023254395,81.44034639994304,2,MA-LONG,ALEXIS-LEBRUN,2.1430736541748048,-208.3805238087972,100,8982,,,,,
ALEXIS-LEBRUN,8988,9001,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-103.9408697128296,195.41460418701172,100,8989,,,,,
ALEXIS-LEBRUN,9263,9265,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-35.381462478637694,-54.24759750366211,2,ALEXIS-LEBRUN,MA-LONG,-51.24317626953125,162.82682876586915,100,9263,-23.52137870788574,91.169877243042,2,9264,
MA-LONG,9266,9280,garcon,coup_droit,2,att/att,MA-LONG,,defensif,m3,,poussette,-23.06475944519043,129.89637565612793,2,MA-LONG,ALEXIS-LEBRUN,-51.30878992080689,-86.40223954518636,100,9267,,,,,
ALEXIS-LEBRUN,9281,9292,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,offensif,d3,,topspin,-46.13677587509155,-92.06671253840129,2,ALEXIS-LEBRUN,MA-LONG,-58.72317962646484,216.7177947998047,100,9288,,,,,
MA-LONG,9293,9304,garcon,coup_droit,2,att/att,MA-LONG,,intermediaire,d3,,topspin,56.48657150268555,116.45111490885417,2,MA-LONG,ALEXIS-LEBRUN,-122.88387928009033,-287.57168095906576,100,9296,,,,,
ALEXIS-LEBRUN,9305,9322,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,MA-LONG,86.0147476196289,247.90611572265624,100,9307,,,,,
ALEXIS-LEBRUN,9580,9609,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,g1,,,29.809337615966797,-43.65188700358073,2,ALEXIS-LEBRUN,MA-LONG,-143.18230514526368,197.5118174235026,100,9594,-28.55478706359863,94.65961163838705,2,9598,
MA-LONG,9610,9622,garcon,revers,2,att/att,MA-LONG,,defensif,d2,,poussette,37.98387336730957,58.423087946573894,2,MA-LONG,ALEXIS-LEBRUN,17.778333282470705,-86.355766137441,100,9614,,,,,
ALEXIS-LEBRUN,9623,9637,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,flip,46.399330139160156,-131.0154322107633,2,ALEXIS-LEBRUN,MA-LONG,11.06136245727539,116.6372698465983,100,9628,,,,,
MA-LONG,9638,9657,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,MA-LONG,ALEXIS-LEBRUN,-15.048119735717773,-237.32125816345214,100,9642,,,,,
MA-LONG,10146,10164,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,,g3,,,-51.741068840026855,116.89462216695149,2,MA-LONG,ALEXIS-LEBRUN,39.33069000244141,-164.7617225964864,100,10153,40.1599178314209,-105.56588087081909,2,10154,
ALEXIS-LEBRUN,10165,10173,garcon,revers,2,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,topspin,35.82110710144043,-97.63468058904012,2,ALEXIS-LEBRUN,MA-LONG,-98.45932579040527,159.18964767456055,100,10166,,,,,
MA-LONG,10174,10181,garcon,revers,2,att/att,MA-LONG,,intermediaire,g2,,topspin,-31.33122787475586,75.45393040974935,2,MA-LONG,ALEXIS-LEBRUN,28.098624420166015,-169.14344940185546,100,10175,,,,,
ALEXIS-LEBRUN,10182,10197,garcon,revers,2,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-124.66118640899658,207.3610964457194,100,10184,,,,,
MA-LONG,10652,10672,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,,g2,,,-49.67286987304688,63.29485638936361,2,MA-LONG,ALEXIS-LEBRUN,27.909431838989256,-183.02180433273315,100,10660,31.442179107666014,-89.63014891942342,2,10663,
ALEXIS-LEBRUN,10673,10684,garcon,revers,2,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,topspin,21.95934944152832,-118.34205476442973,2,ALEXIS-LEBRUN,MA-LONG,-150.01316261291504,123.61407330830892,100,10677,,,,,
MA-LONG,10685,10695,garcon,revers,2,att/att,MA-LONG,,intermediaire,g2,,topspin,-28.728414726257324,79.71936264038087,2,MA-LONG,ALEXIS-LEBRUN,24.833441543579102,-243.04078413645428,100,10689,,,,,
ALEXIS-LEBRUN,10696,10704,garcon,revers,2,att/att,ALEXIS-LEBRUN,,intermediaire,g2,,bloc,31.93922004699707,-53.37091331481933,2,ALEXIS-LEBRUN,MA-LONG,-133.55936584472656,238.8216990152995,100,10697,,,,,
MA-LONG,10705,10715,garcon,revers,2,att/att,MA-LONG,,intermediaire,g2,,topspin,-41.501505088806155,89.91833979288737,2,MA-LONG,ALEXIS-LEBRUN,25.303223037719725,-208.3851881345113,100,10709,,,,,
ALEXIS-LEBRUN,10716,10734,garcon,revers,2,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-168.12474822998047,275.17142079671225,100,10719,,,,,
ALEXIS-LEBRUN,11368,11422,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-37.99908313751221,-58.80434322357178,2,ALEXIS-LEBRUN,MA-LONG,-17.362878608703614,185.73998260498047,100,11407,3.4100181579589846,78.34650917053223,2,11412,
MA-LONG,11423,11435,garcon,coup_droit,2,att/att,MA-LONG,,defensif,m2,,poussette,-6.669424438476563,47.06214930216471,2,MA-LONG,ALEXIS-LEBRUN,-78.33331537246704,-95.77192920049032,100,11426,,,,,
ALEXIS-LEBRUN,11436,11451,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,31.346731185913086,-96.59296811421713,2,ALEXIS-LEBRUN,MA-LONG,-18.287126731872558,108.4530200958252,100,11441,,,,,
MA-LONG,11452,11463,garcon,coup_droit,2,att/att,MA-LONG,,offensif,d3,,topspin,43.27465553283692,116.78529141743978,2,MA-LONG,ALEXIS-LEBRUN,21.22765693664551,-172.9358902613322,100,11457,,,,,
ALEXIS-LEBRUN,11464,11481,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,MA-LONG,1.3675167083740234,300.293627166748,100,11467,,,,,
ALEXIS-LEBRUN,11738,11752,garcon,revers,2,att/att,ALEXIS-LEBRUN,lat_gauche,,d2,,,-27.87277183532715,-64.32248007456461,2,ALEXIS-LEBRUN,MA-LONG,-30.25767250061035,168.51324717203775,100,11739,15.120062637329102,65.82453231811523,2,11743,
MA-LONG,11753,11766,garcon,coup_droit,2,att/att,MA-LONG,,defensif,m2,,poussette,-6.488748168945312,61.66644490559896,2,MA-LONG,ALEXIS-LEBRUN,-81.20612912178039,-106.76209967931112,100,11757,,,,,
ALEXIS-LEBRUN,11767,11777,garcon,revers,2,att/att,serveur_point_contre,,offensif,d3,pt_gagne,flip,-54.28943920135498,-118.20117993354798,2,ALEXIS-LEBRUN,MA-LONG,-33.27447986602783,129.7588586171468,100,11772,,,,,
MA-LONG,12312,12334,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,,m2,,,10.483376693725585,71.95008544921875,2,MA-LONG,ALEXIS-LEBRUN,25.679846954345702,-180.60228662490846,100,12321,59.95619659423828,-88.98846661249796,2,12325,
ALEXIS-LEBRUN,12335,12348,garcon,coup_droit,2,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,ALEXIS-LEBRUN,MA-LONG,-23.48629512786865,94.14529024759928,100,12336,,,,,
MA-LONG,12705,12726,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,,m2,,,17.497621154785158,68.49991289774577,2,MA-LONG,ALEXIS-LEBRUN,39.21524505615234,-173.00289367039997,100,12714,59.89660415649414,-93.05177806218465,2,12717,
ALEXIS-LEBRUN,12727,12750,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,ALEXIS-LEBRUN,MA-LONG,-46.083402156829834,149.7746779123942,100,12732,,,,,
ALEXIS-LEBRUN,13093,13124,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,g3,,,50.93299407958985,-118.2636300722758,2,ALEXIS-LEBRUN,MA-LONG,-98.20745859146118,186.3633908589681,100,13112,-48.90713567733765,133.3642822265625,2,13113,
MA-LONG,13125,13136,garcon,revers,2,att/att,MA-LONG,,intermediaire,g3,,topspin,-54.63461256027222,95.77411982218425,2,MA-LONG,ALEXIS-LEBRUN,14.656644821166992,-147.21858169237774,100,13126,,,,,
ALEXIS-LEBRUN,13137,13144,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,-13.37202262878418,-100.02093830108643,2,ALEXIS-LEBRUN,MA-LONG,-146.39552040100097,186.40189005533855,100,13139,,,,,
MA-LONG,13145,13155,garcon,revers,2,att/att,MA-LONG,,intermediaire,g2,,bloc,-28.81516513824463,72.25482139587402,2,MA-LONG,ALEXIS-LEBRUN,-15.1885555267334,-248.82560195922852,100,13146,,,,,
ALEXIS-LEBRUN,13156,13169,garcon,revers,2,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,bloc,17.423337173461913,-113.1526265780131,2,ALEXIS-LEBRUN,MA-LONG,-83.97029557228089,180.72247467041015,100,13158,,,,,
MA-LONG,13170,13198,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,MA-LONG,ALEXIS-LEBRUN,111.51915130615234,-264.7339838027954,100,13181,,,,,
ALEXIS-LEBRUN,13451,13462,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_gauche,,g3,,,41.9465892791748,-135.62642140388488,2,ALEXIS-LEBRUN,MA-LONG,-14.774481582641602,192.7098701477051,100,13451,1.5933692932128907,125.12740529378256,2,13452,
MA-LONG,13463,13471,garcon,revers,2,att/att,MA-LONG,,intermediaire,g3,,topspin,-26.049596214294432,91.41954714457194,2,MA-LONG,ALEXIS-LEBRUN,23.53408432006836,-171.20152759552002,100,13463,,,,,
ALEXIS-LEBRUN,13472,13480,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,d3,,topspin,-36.264466285705566,-131.3618797938029,2,ALEXIS-LEBRUN,MA-LONG,-112.50477485656738,226.21368255615235,100,13474,,,,,
MA-LONG,13481,13490,garcon,coup_droit,2,att/att,MA-LONG,,intermediaire,m3,,topspin,11.042691802978515,115.19367192586263,2,MA-LONG,ALEXIS-LEBRUN,-123.05971393585205,-308.0576956431071,100,13483,,,,,
ALEXIS-LEBRUN,13491,13499,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,offensif,d2,,topspin,-30.592624473571778,-80.69117555618286,2,ALEXIS-LEBRUN,MA-LONG,-47.02766542434692,305.34764836629233,100,13494,,,,,
MA-LONG,13500,13510,garcon,coup_droit,2,att/att,MA-LONG,,offensif,m2,,topspin,15.251373291015625,75.85477498372396,2,MA-LONG,ALEXIS-LEBRUN,-191.88606224060058,-346.4299666086833,100,13504,,,,,
ALEXIS-LEBRUN,13511,13521,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,-23.28123321533203,-100.78053963979086,2,ALEXIS-LEBRUN,MA-LONG,28.027384567260743,334.4123118082682,100,13514,,,,,
MA-LONG,13522,13539,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,MA-LONG,ALEXIS-LEBRUN,-169.52264099121095,-386.1483506520589,100,13527,,,,,
MA-LONG,14388,14408,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,,m3,,,-20.63429832458496,122.12044385274251,2,MA-LONG,ALEXIS-LEBRUN,41.34777297973633,-178.14843320846558,100,14398,42.236955642700195,-115.00750392278036,2,14400,
ALEXIS-LEBRUN,14409,14420,garcon,revers,2,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,topspin,55.51089935302734,-100.17301012674967,2,ALEXIS-LEBRUN,MA-LONG,-62.113400077819826,152.16676712036133,100,14409,,,,,
MA-LONG,14421,14429,garcon,revers,2,att/att,MA-LONG,,intermediaire,g3,,topspin,-30.847218704223632,117.4092222849528,2,MA-LONG,ALEXIS-LEBRUN,34.881971740722655,-165.39936989148458,100,14422,,,,,
ALEXIS-LEBRUN,14430,14436,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,m2,,topspin,6.082588958740234,-85.70091832478842,2,ALEXIS-LEBRUN,MA-LONG,-115.60382080078125,212.17767690022785,100,14431,,,,,
MA-LONG,14437,14444,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,MA-LONG,ALEXIS-LEBRUN,-24.840247344970702,-232.06657079060872,100,14439,,,,,
MA-LONG,15040,15059,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,,m2,,,10.501996612548828,73.389537302653,2,MA-LONG,ALEXIS-LEBRUN,50.072245025634764,-178.13706200917562,100,15046,66.37980041503906,-84.49583686192831,2,15050,
ALEXIS-LEBRUN,15060,15072,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,11.00303840637207,-69.75559206008911,2,ALEXIS-LEBRUN,MA-LONG,-11.088998794555664,86.99778378804525,100,15061,,,,,
MA-LONG,15073,15084,garcon,coup_droit,2,att/att,MA-LONG,,defensif,d2,,poussette,53.37754516601562,51.77709884643555,2,MA-LONG,ALEXIS-LEBRUN,-5.859454345703125,-83.5876085917155,100,15074,,,,,
ALEXIS-LEBRUN,15085,15094,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,offensif,d3,,flip,-46.551799297332764,-129.44276889165243,2,ALEXIS-LEBRUN,MA-LONG,29.408425903320314,94.44983456929525,100,15089,,,,,
MA-LONG,15095,15104,garcon,coup_droit,2,att/att,MA-LONG,,intermediaire,g2,,bloc,-49.373661041259766,90.67431767781575,2,MA-LONG,ALEXIS-LEBRUN,-134.13891353607178,-207.23206752141317,100,15096,,,,,
ALEXIS-LEBRUN,15105,15114,garcon,revers,2,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,bloc,-10.815853500366211,-91.13849430084228,2,ALEXIS-LEBRUN,MA-LONG,-67.81541590690613,128.12987225850424,100,15106,,,,,
MA-LONG,15115,15134,garcon,coup_droit,2,att/att,MA-LONG,,intermediaire,g3,,topspin,-41.061055946350095,129.2751101175944,2,MA-LONG,ALEXIS-LEBRUN,64.16716842651367,-233.20892556508383,100,15123,,,,,
ALEXIS-LEBRUN,15135,15141,garcon,revers,2,att/att,serveur_point_contre,,offensif,g3,pt_gagne,topspin,74.13507995605468,-123.93830818335215,2,ALEXIS-LEBRUN,MA-LONG,-106.73597393035888,210.4654904683431,100,15136,,,,,
ALEXIS-LEBRUN,15589,15605,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-58.952127075195314,-58.078633371988936,2,ALEXIS-LEBRUN,MA-LONG,-137.0616428375244,186.49773737589518,100,15592,-70.87373802661895,97.39988339742025,2,15595,
MA-LONG,15606,15621,garcon,coup_droit,2,att/att,MA-LONG,,defensif,g3,,poussette,-56.89963254928589,134.43684196472168,2,MA-LONG,ALEXIS-LEBRUN,-67.48184375762939,-102.64569505055745,100,15609,,,,,
ALEXIS-LEBRUN,15622,15632,garcon,revers,2,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,topspin,-1.4884845733642578,-119.17757116158803,2,ALEXIS-LEBRUN,MA-LONG,-92.71397733688354,158.3244435628255,100,15622,,,,,
MA-LONG,15633,15649,garcon,coup_droit,2,att/att,serveur_point_pour,,offensif,,out,topspin,,,,MA-LONG,ALEXIS-LEBRUN,-12.782614135742188,-251.17258961995444,100,15637,,,,,
ALEXIS-LEBRUN,15975,15990,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,m2,,,18.208925247192383,-53.852823956807455,2,ALEXIS-LEBRUN,MA-LONG,-137.0484588623047,188.15045038859049,100,15975,-54.70040197372437,89.65462900797526,2,15980,
MA-LONG,15991,16004,garcon,revers,2,att/att,MA-LONG,,defensif,m2,,poussette,3.3916156768798826,76.8969186147054,2,MA-LONG,ALEXIS-LEBRUN,13.142328643798828,-85.24479866027832,100,15994,,,,,
ALEXIS-LEBRUN,16005,16020,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,37.610518264770505,-129.23853805859883,2,ALEXIS-LEBRUN,MA-LONG,-46.43579988479614,117.78588727315267,100,16008,,,,,
MA-LONG,16021,16032,garcon,coup_droit,2,att/att,MA-LONG,,offensif,m3,,topspin,1.2260154724121093,96.00645637512207,2,MA-LONG,ALEXIS-LEBRUN,11.570768356323242,-205.28825441996256,100,16027,,,,,
ALEXIS-LEBRUN,16033,16051,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-74.0910397529602,327.4381736755371,100,16037,,,,,
MA-LONG,16781,16795,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,,m2,,,22.127769470214844,66.69987513224284,2,MA-LONG,ALEXIS-LEBRUN,25.679846954345702,-180.60228662490846,100,16783,57.79725723266601,-90.4984146753947,2,16786,
ALEXIS-LEBRUN,16796,16807,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,flip,53.39340362548828,-97.62516031265258,2,ALEXIS-LEBRUN,MA-LONG,-18.251666259765624,111.41824213663737,100,16798,,,,,
MA-LONG,16808,16824,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,MA-LONG,ALEXIS-LEBRUN,18.724854278564454,-188.67292019526164,100,16811,,,,,
MA-LONG,17296,17315,garcon,coup_droit,2,att/att,MA-LONG,lat_droit,defensif,m2,,poussette,-1.4819831848144531,72.95271949768066,2,MA-LONG,ALEXIS-LEBRUN,28.041851425170897,-173.30831772486368,100,17302,51.50221710205078,-78.66940593719482,2,17306,
ALEXIS-LEBRUN,17316,17327,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,50.913395690917966,-119.62707214355468,2,ALEXIS-LEBRUN,MA-LONG,-31.089393615722656,96.41688219706218,100,17317,,,,,
MA-LONG,17328,17339,garcon,revers,2,att/att,MA-LONG,,intermediaire,g3,,topspin,-54.48648853302002,109.55211118062337,2,MA-LONG,ALEXIS-LEBRUN,16.58509292602539,-176.42694861094157,100,17331,,,,,
ALEXIS-LEBRUN,17340,17345,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,40.353234481811526,-91.7655782699585,2,ALEXIS-LEBRUN,MA-LONG,-115.9705041885376,169.94531275431316,100,17341,,,,,
